destination,month,avg_temp_c,avg_rainfall_mm,is_monsoon,activity_type,fit_label
Aurangabad,September,25.2,166.4,True,outdoor,79
Aurangabad,September,25.2,166.4,True,indoor,92
Aurangabad,October,25.0,76.4,False,outdoor,95
Aurangabad,October,25.0,76.4,False,indoor,94
Aurangabad,November,22.5,16.4,False,outdoor,99
Aurangabad,November,22.5,16.4,False,indoor,95
Aurangabad,December,20.6,1.4,False,outdoor,100
Aurangabad,December,20.6,1.4,False,indoor,95
Ratnagiri,January,25.5,0.0,False,outdoor,100
Ratnagiri,January,25.5,0.0,False,indoor,95
Ratnagiri,February,27.5,0.0,False,outdoor,100
Ratnagiri,February,27.5,0.0,False,indoor,95
Ratnagiri,March,29.7,0.0,False,outdoor,94
Ratnagiri,March,29.7,0.0,False,indoor,95
Ratnagiri,April,33.2,11.4,False,outdoor,81
Ratnagiri,April,33.2,11.4,False,indoor,95
Ratnagiri,May,34.2,91.4,False,outdoor,72
Ratnagiri,May,34.2,91.4,False,indoor,93
Ratnagiri,June,30.7,776.4,True,outdoor,29
Ratnagiri,June,30.7,776.4,True,indoor,83
Ratnagiri,July,29.7,916.4,True,outdoor,24
Ratnagiri,July,29.7,916.4,True,indoor,81
Ratnagiri,August,29.2,476.4,True,outdoor,54
Ratnagiri,August,29.2,476.4,True,indoor,88
Ratnagiri,September,29.4,256.4,True,outdoor,68
Ratnagiri,September,29.4,256.4,True,indoor,91
Ratnagiri,October,29.2,106.4,False,outdoor,89
Ratnagiri,October,29.2,106.4,False,indoor,93
Ratnagiri,November,26.7,21.4,False,outdoor,99
Ratnagiri,November,26.7,21.4,False,indoor,95
Ratnagiri,December,26.0,1.4,False,outdoor,100
Ratnagiri,December,26.0,1.4,False,indoor,95
Lonavala,January,20.9,1.4,False,outdoor,100
Lonavala,January,20.9,1.4,False,indoor,95
Lonavala,February,22.9,0.4,False,outdoor,100
Lonavala,February,22.9,0.4,False,indoor,95
Lonavala,March,25.9,4.4,False,outdoor,100
Lonavala,March,25.9,4.4,False,indoor,95
Lonavala,April,29.4,16.4,False,outdoor,94
Lonavala,April,29.4,16.4,False,indoor,95
Lonavala,May,31.2,36.4,False,outdoor,86
Lonavala,May,31.2,36.4,False,indoor,94
Lonavala,June,27.7,156.4,True,outdoor,80
Lonavala,June,27.7,156.4,True,indoor,93
Lonavala,July,25.9,236.4,True,outdoor,74
Lonavala,July,25.9,236.4,True,indoor,91
Lonavala,August,25.4,206.4,True,outdoor,76
Lonavala,August,25.4,206.4,True,indoor,92
Lonavala,September,25.6,166.4,True,outdoor,79
Lonavala,September,25.6,166.4,True,indoor,92
Lonavala,October,25.4,76.4,False,outdoor,95
Lonavala,October,25.4,76.4,False,indoor,94
Lonavala,November,22.9,16.4,False,outdoor,99
Lonavala,November,22.9,16.4,False,indoor,95
Lonavala,December,21.4,1.4,False,outdoor,100
Lonavala,December,21.4,1.4,False,indoor,95
Pune,January,19.7,15.8,False,outdoor,99
Pune,January,19.7,15.8,False,indoor,95
Pune,February,21.7,14.8,False,outdoor,99
Pune,February,21.7,14.8,False,indoor,95
Pune,March,24.5,18.8,False,outdoor,99
Pune,March,24.5,18.8,False,indoor,95
Pune,April,28.0,30.8,False,outdoor,98
Pune,April,28.0,30.8,False,indoor,95
Pune,May,29.8,50.8,False,outdoor,90
Pune,May,29.8,50.8,False,indoor,94
Pune,June,26.3,170.8,True,outdoor,79
Pune,June,26.3,170.8,True,indoor,92
Pune,July,24.5,250.8,True,outdoor,73
Pune,July,24.5,250.8,True,indoor,91
Pune,August,24.0,220.8,True,outdoor,75
Pune,August,24.0,220.8,True,indoor,92
Pune,September,24.2,180.8,True,outdoor,78
Pune,September,24.2,180.8,True,indoor,92
Pune,October,24.0,90.8,False,outdoor,94
Pune,October,24.0,90.8,False,indoor,94
Pune,November,21.5,30.8,False,outdoor,98
Pune,November,21.5,30.8,False,indoor,95
Pune,December,20.2,15.8,False,outdoor,99
Pune,December,20.2,15.8,False,indoor,95
Mahabaleshwar,January,15.4,55.8,False,outdoor,88
Mahabaleshwar,January,15.4,55.8,False,indoor,94
Mahabaleshwar,February,17.4,60.8,False,outdoor,94
Mahabaleshwar,February,17.4,60.8,False,indoor,94
Mahabaleshwar,March,20.0,70.8,False,outdoor,95
Mahabaleshwar,March,20.0,70.8,False,indoor,94
Mahabaleshwar,April,23.5,60.8,False,outdoor,96
Mahabaleshwar,April,23.5,60.8,False,indoor,94
Mahabaleshwar,May,25.0,85.8,False,outdoor,94
Mahabaleshwar,May,25.0,85.8,False,indoor,94
Mahabaleshwar,June,21.5,170.8,True,outdoor,79
Mahabaleshwar,June,21.5,170.8,True,indoor,92
Mahabaleshwar,July,20.0,390.8,True,outdoor,64
Mahabaleshwar,July,20.0,390.8,True,indoor,89
Mahabaleshwar,August,19.5,370.8,True,outdoor,65
Mahabaleshwar,August,19.5,370.8,True,indoor,89
Mahabaleshwar,September,19.7,190.8,True,outdoor,77
Mahabaleshwar,September,19.7,190.8,True,indoor,92
Mahabaleshwar,October,19.5,55.8,False,outdoor,96
Mahabaleshwar,October,19.5,55.8,False,indoor,94
Mahabaleshwar,November,17.0,25.8,False,outdoor,95
Mahabaleshwar,November,17.0,25.8,False,indoor,95
Mahabaleshwar,December,15.9,35.8,False,outdoor,91
Mahabaleshwar,December,15.9,35.8,False,indoor,94
Alibaug,January,24.6,0.0,False,outdoor,100
Alibaug,January,24.6,0.0,False,indoor,95
Alibaug,February,26.6,0.0,False,outdoor,100
Alibaug,February,26.6,0.0,False,indoor,95
Alibaug,March,29.5,0.0,False,outdoor,95
Alibaug,March,29.5,0.0,False,indoor,95
Alibaug,April,33.0,0.6,False,outdoor,82
Alibaug,April,33.0,0.6,False,indoor,95
Alibaug,May,34.8,80.6,False,outdoor,70
Alibaug,May,34.8,80.6,False,indoor,93
Alibaug,June,31.3,765.6,True,outdoor,27
Alibaug,June,31.3,765.6,True,indoor,83
Alibaug,July,29.5,905.6,True,outdoor,25
Alibaug,July,29.5,905.6,True,indoor,81
Alibaug,August,29.0,465.6,True,outdoor,55
Alibaug,August,29.0,465.6,True,indoor,88
Alibaug,September,29.2,245.6,True,outdoor,69
Alibaug,September,29.2,245.6,True,indoor,91
Alibaug,October,29.0,95.6,False,outdoor,90
Alibaug,October,29.0,95.6,False,indoor,94
Alibaug,November,26.5,10.6,False,outdoor,99
Alibaug,November,26.5,10.6,False,indoor,95
Alibaug,December,25.1,0.0,False,outdoor,100
Alibaug,December,25.1,0.0,False,indoor,95
North Goa,January,25.4,0.0,False,outdoor,100
North Goa,January,25.4,0.0,False,indoor,95
North Goa,February,27.4,0.0,False,outdoor,100
North Goa,February,27.4,0.0,False,indoor,95
North Goa,March,28.9,0.0,False,outdoor,97
North Goa,March,28.9,0.0,False,indoor,95
North Goa,April,32.4,6.0,False,outdoor,84
North Goa,April,32.4,6.0,False,indoor,95
North Goa,May,32.7,86.0,False,outdoor,77
North Goa,May,32.7,86.0,False,indoor,94
North Goa,June,29.2,771.0,True,outdoor,34
North Goa,June,29.2,771.0,True,indoor,83
North Goa,July,28.9,911.0,True,outdoor,27
North Goa,July,28.9,911.0,True,indoor,81
North Goa,August,28.4,471.0,True,outdoor,57
North Goa,August,28.4,471.0,True,indoor,88
North Goa,September,28.6,251.0,True,outdoor,71
North Goa,September,28.6,251.0,True,indoor,91
North Goa,October,28.4,101.0,False,outdoor,92
North Goa,October,28.4,101.0,False,indoor,93
North Goa,November,25.9,16.0,False,outdoor,99
North Goa,November,25.9,16.0,False,indoor,95
North Goa,December,25.9,0.0,False,outdoor,100
North Goa,December,25.9,0.0,False,indoor,95
South Goa,January,26.6,7.4,False,outdoor,100
South Goa,January,26.6,7.4,False,indoor,95
South Goa,February,28.6,6.4,False,outdoor,97
South Goa,February,28.6,6.4,False,indoor,95
South Goa,March,30.0,8.4,False,outdoor,92
South Goa,March,30.0,8.4,False,indoor,95
South Goa,April,33.5,20.4,False,outdoor,79
South Goa,April,33.5,20.4,False,indoor,95
South Goa,May,33.6,100.4,False,outdoor,73
South Goa,May,33.6,100.4,False,indoor,93
South Goa,June,30.1,785.4,True,outdoor,30
South Goa,June,30.1,785.4,True,indoor,83
South Goa,July,30.0,925.4,True,outdoor,23
South Goa,July,30.0,925.4,True,indoor,81
South Goa,August,29.5,485.4,True,outdoor,52
South Goa,August,29.5,485.4,True,indoor,88
South Goa,September,29.7,265.4,True,outdoor,66
South Goa,September,29.7,265.4,True,indoor,91
South Goa,October,29.5,115.4,False,outdoor,87
South Goa,October,29.5,115.4,False,indoor,93
South Goa,November,27.0,30.4,False,outdoor,98
South Goa,November,27.0,30.4,False,indoor,95
South Goa,December,27.1,10.4,False,outdoor,99
South Goa,December,27.1,10.4,False,indoor,95
Panjim,January,26.8,0.0,False,outdoor,100
Panjim,January,26.8,0.0,False,indoor,95
Panjim,February,28.8,0.0,False,outdoor,97
Panjim,February,28.8,0.0,False,indoor,95
Panjim,March,30.3,0.0,False,outdoor,92
Panjim,March,30.3,0.0,False,indoor,95
Panjim,April,33.8,11.4,False,outdoor,78
Panjim,April,33.8,11.4,False,indoor,95
Panjim,May,34.0,91.4,False,outdoor,72
Panjim,May,34.0,91.4,False,indoor,94
Panjim,June,30.5,776.4,True,outdoor,29
Panjim,June,30.5,776.4,True,indoor,83
Panjim,July,30.3,916.4,True,outdoor,22
Panjim,July,30.3,916.4,True,indoor,81
Panjim,August,29.8,476.4,True,outdoor,52
Panjim,August,29.8,476.4,True,indoor,88
Panjim,September,30.0,256.4,True,outdoor,66
Panjim,September,30.0,256.4,True,indoor,91
Panjim,October,29.8,106.4,False,outdoor,86
Panjim,October,29.8,106.4,False,indoor,93
Panjim,November,27.3,21.4,False,outdoor,99
Panjim,November,27.3,21.4,False,indoor,95
Panjim,December,27.3,1.4,False,outdoor,100
Panjim,December,27.3,1.4,False,indoor,95
Jaipur,January,15.0,22.0,False,outdoor,89
Jaipur,January,15.0,22.0,False,indoor,95
Jaipur,February,17.0,23.0,False,outdoor,95
Jaipur,February,17.0,23.0,False,indoor,95
Jaipur,March,23.6,22.0,False,outdoor,99
Jaipur,March,23.6,22.0,False,indoor,95
Jaipur,April,27.1,21.0,False,outdoor,99
Jaipur,April,27.1,21.0,False,indoor,95
Jaipur,May,33.1,28.0,False,outdoor,80
Jaipur,May,33.1,28.0,False,indoor,95
Jaipur,June,29.6,53.0,False,outdoor,91
Jaipur,June,29.6,53.0,False,indoor,94
Jaipur,July,23.6,198.0,True,outdoor,77
Jaipur,July,23.6,198.0,True,indoor,92
Jaipur,August,23.1,178.0,True,outdoor,78
Jaipur,August,23.1,178.0,True,indoor,92
Jaipur,September,23.3,78.0,False,outdoor,95
Jaipur,September,23.3,78.0,False,indoor,94
Jaipur,October,23.1,28.0,False,outdoor,98
Jaipur,October,23.1,28.0,False,indoor,95
Jaipur,November,20.6,20.0,False,outdoor,99
Jaipur,November,20.6,20.0,False,indoor,95
Jaipur,December,15.5,20.0,False,outdoor,91
Jaipur,December,15.5,20.0,False,indoor,95
Udaipur,January,16.8,14.8,False,outdoor,95
Udaipur,January,16.8,14.8,False,indoor,95
Udaipur,February,18.8,15.8,False,outdoor,99
Udaipur,February,18.8,15.8,False,indoor,95
Udaipur,March,24.4,14.8,False,outdoor,99
Udaipur,March,24.4,14.8,False,indoor,95
Udaipur,April,27.9,13.8,False,outdoor,99
Udaipur,April,27.9,13.8,False,indoor,95
Udaipur,May,32.7,20.8,False,outdoor,82
Udaipur,May,32.7,20.8,False,indoor,95
Udaipur,June,29.2,45.8,False,outdoor,93
Udaipur,June,29.2,45.8,False,indoor,94
Udaipur,July,24.4,190.8,True,outdoor,77
Udaipur,July,24.4,190.8,True,indoor,92
Udaipur,August,23.9,170.8,True,outdoor,79
Udaipur,August,23.9,170.8,True,indoor,92
Udaipur,September,24.1,70.8,False,outdoor,95
Udaipur,September,24.1,70.8,False,indoor,94
Udaipur,October,23.9,20.8,False,outdoor,99
Udaipur,October,23.9,20.8,False,indoor,95
Udaipur,November,21.4,12.8,False,outdoor,99
Udaipur,November,21.4,12.8,False,indoor,95
Udaipur,December,17.3,12.8,False,outdoor,97
Udaipur,December,17.3,12.8,False,indoor,95
Jodhpur,January,16.0,18.4,False,outdoor,92
Jodhpur,January,16.0,18.4,False,indoor,95
Jodhpur,February,18.0,19.4,False,outdoor,99
Jodhpur,February,18.0,19.4,False,indoor,95
Jodhpur,March,24.4,18.4,False,outdoor,99
Jodhpur,March,24.4,18.4,False,indoor,95
Jodhpur,April,27.9,17.4,False,outdoor,99
Jodhpur,April,27.9,17.4,False,indoor,95
Jodhpur,May,33.5,24.4,False,outdoor,79
Jodhpur,May,33.5,24.4,False,indoor,95
Jodhpur,June,30.0,49.4,False,outdoor,90
Jodhpur,June,30.0,49.4,False,indoor,94
Jodhpur,July,24.4,194.4,True,outdoor,77
Jodhpur,July,24.4,194.4,True,indoor,92
Jodhpur,August,23.9,174.4,True,outdoor,78
Jodhpur,August,23.9,174.4,True,indoor,92
Jodhpur,September,24.1,74.4,False,outdoor,95
Jodhpur,September,24.1,74.4,False,indoor,94
Jodhpur,October,23.9,24.4,False,outdoor,98
Jodhpur,October,23.9,24.4,False,indoor,95
Jodhpur,November,21.4,16.4,False,outdoor,99
Jodhpur,November,21.4,16.4,False,indoor,95
Jodhpur,December,16.5,16.4,False,outdoor,94
Jodhpur,December,16.5,16.4,False,indoor,95
Jaisalmer,January,15.7,0.0,False,outdoor,93
Jaisalmer,January,15.7,0.0,False,indoor,95
Jaisalmer,February,17.7,0.0,False,outdoor,99
Jaisalmer,February,17.7,0.0,False,indoor,95
Jaisalmer,March,24.3,0.0,False,outdoor,100
Jaisalmer,March,24.3,0.0,False,indoor,95
Jaisalmer,April,27.8,0.0,False,outdoor,100
Jaisalmer,April,27.8,0.0,False,indoor,95
Jaisalmer,May,33.8,0.0,False,outdoor,79
Jaisalmer,May,33.8,0.0,False,indoor,95
Jaisalmer,June,30.3,15.2,False,outdoor,91
Jaisalmer,June,30.3,15.2,False,indoor,95
Jaisalmer,July,24.3,160.2,True,outdoor,79
Jaisalmer,July,24.3,160.2,True,indoor,93
Jaisalmer,August,23.8,140.2,True,outdoor,81
Jaisalmer,August,23.8,140.2,True,indoor,93
Jaisalmer,September,24.0,40.2,False,outdoor,97
Jaisalmer,September,24.0,40.2,False,indoor,94
Jaisalmer,October,23.8,0.0,False,outdoor,100
Jaisalmer,October,23.8,0.0,False,indoor,95
Jaisalmer,November,21.3,0.0,False,outdoor,100
Jaisalmer,November,21.3,0.0,False,indoor,95
Jaisalmer,December,16.2,0.0,False,outdoor,94
Jaisalmer,December,16.2,0.0,False,indoor,95
Pushkar,January,14.4,22.0,False,outdoor,87
Pushkar,January,14.4,22.0,False,indoor,95
Pushkar,February,16.4,23.0,False,outdoor,93
Pushkar,February,16.4,23.0,False,indoor,95
Pushkar,March,22.8,22.0,False,outdoor,99
Pushkar,March,22.8,22.0,False,indoor,95
Pushkar,April,26.3,21.0,False,outdoor,99
Pushkar,April,26.3,21.0,False,indoor,95
Pushkar,May,32.0,28.0,False,outdoor,84
Pushkar,May,32.0,28.0,False,indoor,95
Pushkar,June,28.5,53.0,False,outdoor,95
Pushkar,June,28.5,53.0,False,indoor,94
Pushkar,July,22.8,198.0,True,outdoor,77
Pushkar,July,22.8,198.0,True,indoor,92
Pushkar,August,22.3,178.0,True,outdoor,78
Pushkar,August,22.3,178.0,True,indoor,92
Pushkar,September,22.5,78.0,False,outdoor,95
Pushkar,September,22.5,78.0,False,indoor,94
Pushkar,October,22.3,28.0,False,outdoor,98
Pushkar,October,22.3,28.0,False,indoor,95
Pushkar,November,19.8,20.0,False,outdoor,99
Pushkar,November,19.8,20.0,False,indoor,95
Pushkar,December,14.9,20.0,False,outdoor,89
Pushkar,December,14.9,20.0,False,indoor,95
Munnar,January,21.5,32.4,False,outdoor,98
Munnar,January,21.5,32.4,False,indoor,95
Munnar,February,23.5,37.4,False,outdoor,98
Munnar,February,23.5,37.4,False,indoor,94
Munnar,March,22.6,47.4,False,outdoor,97
Munnar,March,22.6,47.4,False,indoor,94
Munnar,April,26.1,37.4,False,outdoor,98
Munnar,April,26.1,37.4,False,indoor,94
Munnar,May,23.6,62.4,False,outdoor,96
Munnar,May,23.6,62.4,False,indoor,94
Munnar,June,20.1,147.4,True,outdoor,80
Munnar,June,20.1,147.4,True,indoor,93
Munnar,July,22.6,367.4,True,outdoor,66
Munnar,July,22.6,367.4,True,indoor,89
Munnar,August,22.1,347.4,True,outdoor,67
Munnar,August,22.1,347.4,True,indoor,90
Munnar,September,22.3,167.4,True,outdoor,79
Munnar,September,22.3,167.4,True,indoor,92
Munnar,October,22.1,32.4,False,outdoor,98
Munnar,October,22.1,32.4,False,indoor,95
Munnar,November,19.6,2.4,False,outdoor,100
Munnar,November,19.6,2.4,False,indoor,95
Munnar,December,22.0,12.4,False,outdoor,99
Munnar,December,22.0,12.4,False,indoor,95
Alleppey,January,31.4,0.0,False,outdoor,88
Alleppey,January,31.4,0.0,False,indoor,95
Alleppey,February,33.4,0.0,False,outdoor,81
Alleppey,February,33.4,0.0,False,indoor,95
Alleppey,March,32.1,0.0,False,outdoor,85
Alleppey,March,32.1,0.0,False,indoor,95
Alleppey,April,35.6,0.0,False,outdoor,73
Alleppey,April,35.6,0.0,False,indoor,93
Alleppey,May,32.9,75.2,False,outdoor,77
Alleppey,May,32.9,75.2,False,indoor,94
Alleppey,June,29.4,760.2,True,outdoor,34
Alleppey,June,29.4,760.2,True,indoor,83
Alleppey,July,32.1,900.2,True,outdoor,15
Alleppey,July,32.1,900.2,True,indoor,81
Alleppey,August,31.6,460.2,True,outdoor,46
Alleppey,August,31.6,460.2,True,indoor,88
Alleppey,September,31.8,240.2,True,outdoor,60
Alleppey,September,31.8,240.2,True,indoor,91
Alleppey,October,31.6,260.2,True,outdoor,60
Alleppey,October,31.6,260.2,True,indoor,91
Alleppey,November,29.1,290.2,True,outdoor,67
Alleppey,November,29.1,290.2,True,indoor,91
Alleppey,December,31.9,120.2,True,outdoor,68
Alleppey,December,31.9,120.2,True,indoor,93
Wayanad,January,25.4,19.4,False,outdoor,99
Wayanad,January,25.4,19.4,False,indoor,95
Wayanad,February,27.4,18.4,False,outdoor,99
Wayanad,February,27.4,18.4,False,indoor,95
Wayanad,March,27.1,22.4,False,outdoor,99
Wayanad,March,27.1,22.4,False,indoor,95
Wayanad,April,30.6,34.4,False,outdoor,88
Wayanad,April,30.6,34.4,False,indoor,94
Wayanad,May,29.0,54.4,False,outdoor,93
Wayanad,May,29.0,54.4,False,indoor,94
Wayanad,June,25.5,174.4,True,outdoor,78
Wayanad,June,25.5,174.4,True,indoor,92
Wayanad,July,27.1,254.4,True,outdoor,73
Wayanad,July,27.1,254.4,True,indoor,91
Wayanad,August,26.6,224.4,True,outdoor,75
Wayanad,August,26.6,224.4,True,indoor,92
Wayanad,September,26.8,184.4,True,outdoor,78
Wayanad,September,26.8,184.4,True,indoor,92
Wayanad,October,26.6,94.4,False,outdoor,94
Wayanad,October,26.6,94.4,False,indoor,94
Wayanad,November,24.1,34.4,False,outdoor,98
Wayanad,November,24.1,34.4,False,indoor,94
Wayanad,December,25.9,19.4,False,outdoor,99
Wayanad,December,25.9,19.4,False,indoor,95
Coorg,January,22.8,25.2,False,outdoor,98
Coorg,January,22.8,25.2,False,indoor,95
Coorg,February,24.8,30.2,False,outdoor,98
Coorg,February,24.8,30.2,False,indoor,95
Coorg,March,24.8,40.2,False,outdoor,97
Coorg,March,24.8,40.2,False,indoor,94
Coorg,April,28.3,30.2,False,outdoor,97
Coorg,April,28.3,30.2,False,indoor,95
Coorg,May,27.0,55.2,False,outdoor,96
Coorg,May,27.0,55.2,False,indoor,94
Coorg,June,23.5,140.2,True,outdoor,81
Coorg,June,23.5,140.2,True,indoor,93
Coorg,July,24.8,360.2,True,outdoor,66
Coorg,July,24.8,360.2,True,indoor,89
Coorg,August,24.3,340.2,True,outdoor,67
Coorg,August,24.3,340.2,True,indoor,90
Coorg,September,24.5,160.2,True,outdoor,79
Coorg,September,24.5,160.2,True,indoor,93
Coorg,October,24.3,25.2,False,outdoor,98
Coorg,October,24.3,25.2,False,indoor,95
Coorg,November,21.8,0.0,False,outdoor,100
Coorg,November,21.8,0.0,False,indoor,95
Coorg,December,23.3,5.2,False,outdoor,100
Coorg,December,23.3,5.2,False,indoor,95
Hampi,January,22.9,6.8,False,outdoor,100
Hampi,January,22.9,6.8,False,indoor,95
Hampi,February,24.9,5.8,False,outdoor,100
Hampi,February,24.9,5.8,False,indoor,95
Hampi,March,26.3,9.8,False,outdoor,99
Hampi,March,26.3,9.8,False,indoor,95
Hampi,April,29.8,21.8,False,outdoor,92
Hampi,April,29.8,21.8,False,indoor,95
Hampi,May,30.0,41.8,False,outdoor,90
Hampi,May,30.0,41.8,False,indoor,94
Hampi,June,26.5,161.8,True,outdoor,79
Hampi,June,26.5,161.8,True,indoor,93
Hampi,July,26.3,241.8,True,outdoor,74
Hampi,July,26.3,241.8,True,indoor,91
Hampi,August,25.8,211.8,True,outdoor,76
Hampi,August,25.8,211.8,True,indoor,92
Hampi,September,26.0,171.8,True,outdoor,79
Hampi,September,26.0,171.8,True,indoor,92
Hampi,October,25.8,81.8,False,outdoor,95
Hampi,October,25.8,81.8,False,indoor,94
Hampi,November,23.3,21.8,False,outdoor,99
Hampi,November,23.3,21.8,False,indoor,95
Hampi,December,23.4,6.8,False,outdoor,100
Hampi,December,23.4,6.8,False,indoor,95
Mysuru,January,24.9,15.8,False,outdoor,99
Mysuru,January,24.9,15.8,False,indoor,95
Mysuru,February,26.9,14.8,False,outdoor,99
Mysuru,February,26.9,14.8,False,indoor,95
Mysuru,March,26.9,18.8,False,outdoor,99
Mysuru,March,26.9,18.8,False,indoor,95
Mysuru,April,30.4,30.8,False,outdoor,89
Mysuru,April,30.4,30.8,False,indoor,95
Mysuru,May,29.1,50.8,False,outdoor,93
Mysuru,May,29.1,50.8,False,indoor,94
Mysuru,June,25.6,170.8,True,outdoor,79
