destination,date,price,is_holiday,occupancy_pct,tier,hotel_tier
Sindhudurg,2026-02-24,14820,False,49,emerging,5
Sindhudurg,2026-03-03,860,False,41,emerging,1
Sindhudurg,2026-03-03,1690,False,48,emerging,2
Sindhudurg,2026-03-03,3270,False,49,emerging,3
Sindhudurg,2026-03-03,5510,False,51,emerging,4
Sindhudurg,2026-03-03,14030,False,49,emerging,5
Sindhudurg,2026-04-08,820,False,43,emerging,1
Sindhudurg,2026-04-08,1890,False,52,emerging,2
Sindhudurg,2026-04-08,3290,False,42,emerging,3
Sindhudurg,2026-04-08,5460,False,54,emerging,4
Sindhudurg,2026-04-08,14420,False,42,emerging,5
Sindhudurg,2026-05-13,830,False,56,emerging,1
Sindhudurg,2026-05-13,1760,False,49,emerging,2
Sindhudurg,2026-05-13,3210,False,61,emerging,3
Sindhudurg,2026-05-13,6020,False,53,emerging,4
Sindhudurg,2026-05-13,14160,False,63,emerging,5
Sindhudurg,2026-06-18,810,False,44,emerging,1
Sindhudurg,2026-06-18,1900,False,52,emerging,2
Sindhudurg,2026-06-18,3390,False,45,emerging,3
Sindhudurg,2026-06-18,5620,False,59,emerging,4
Sindhudurg,2026-06-18,13310,False,38,emerging,5
Sindhudurg,2026-07-23,890,False,47,emerging,1
Sindhudurg,2026-07-23,1720,False,62,emerging,2
Sindhudurg,2026-07-23,3360,False,50,emerging,3
Sindhudurg,2026-07-23,6030,False,48,emerging,4
Sindhudurg,2026-07-23,13570,False,47,emerging,5
Sindhudurg,2026-08-02,840,False,56,emerging,1
Sindhudurg,2026-08-02,1840,False,38,emerging,2
Sindhudurg,2026-08-02,3350,False,57,emerging,3
Sindhudurg,2026-08-02,5680,False,48,emerging,4
Sindhudurg,2026-08-02,14330,False,58,emerging,5
Sindhudurg,2026-09-07,820,False,62,emerging,1
Sindhudurg,2026-09-07,1840,False,54,emerging,2
Sindhudurg,2026-09-07,3180,False,58,emerging,3
Sindhudurg,2026-09-07,5580,False,63,emerging,4
Sindhudurg,2026-09-07,13750,False,50,emerging,5
Sindhudurg,2026-10-12,840,False,45,emerging,1
Sindhudurg,2026-10-12,1780,False,39,emerging,2
Sindhudurg,2026-10-12,3010,False,49,emerging,3
Sindhudurg,2026-10-12,5960,False,56,emerging,4
Sindhudurg,2026-10-12,14040,False,46,emerging,5
Sindhudurg,2026-11-17,850,False,39,emerging,1
Sindhudurg,2026-11-17,1740,False,54,emerging,2
Sindhudurg,2026-11-17,3170,False,62,emerging,3
Sindhudurg,2026-11-17,5620,False,40,emerging,4
Sindhudurg,2026-11-17,14120,False,59,emerging,5
Sindhudurg,2026-12-22,870,False,57,emerging,1
Sindhudurg,2026-12-22,1820,False,50,emerging,2
Sindhudurg,2026-12-22,3370,False,58,emerging,3
Sindhudurg,2026-12-22,5520,False,50,emerging,4
Sindhudurg,2026-12-22,13300,False,54,emerging,5
Kolhapur,2026-01-12,870,False,57,popular,1
Kolhapur,2026-01-12,1850,False,42,popular,2
Kolhapur,2026-01-12,3360,False,46,popular,3
Kolhapur,2026-01-12,5600,False,48,popular,4
Kolhapur,2026-01-12,14090,False,50,popular,5
Kolhapur,2026-02-17,800,False,53,popular,1
Kolhapur,2026-02-17,1750,False,56,popular,2
Kolhapur,2026-02-17,3230,False,40,popular,3
Kolhapur,2026-02-17,5490,False,46,popular,4
Kolhapur,2026-02-17,14140,False,51,popular,5
Kolhapur,2026-03-22,850,False,45,popular,1
Kolhapur,2026-03-22,1840,False,44,popular,2
Kolhapur,2026-03-22,3280,False,49,popular,3
Kolhapur,2026-03-22,5960,False,44,popular,4
Kolhapur,2026-03-22,14270,False,42,popular,5
Kolhapur,2026-04-01,830,False,40,popular,1
Kolhapur,2026-04-01,1760,False,55,popular,2
Kolhapur,2026-04-01,3340,False,46,popular,3
Kolhapur,2026-04-01,5620,False,41,popular,4
Kolhapur,2026-04-01,14560,False,45,popular,5
Kolhapur,2026-05-06,860,False,58,popular,1
Kolhapur,2026-05-06,1840,False,50,popular,2
Kolhapur,2026-05-06,3150,False,40,popular,3
Kolhapur,2026-05-06,6000,False,48,popular,4
Kolhapur,2026-05-06,14040,False,38,popular,5
Kolhapur,2026-06-11,840,False,59,popular,1
Kolhapur,2026-06-11,1780,False,63,popular,2
Kolhapur,2026-06-11,3100,False,60,popular,3
Kolhapur,2026-06-11,5810,False,47,popular,4
Kolhapur,2026-06-11,14120,False,50,popular,5
Kolhapur,2026-07-16,810,False,55,popular,1
Kolhapur,2026-07-16,1750,False,59,popular,2
Kolhapur,2026-07-16,3150,False,52,popular,3
Kolhapur,2026-07-16,6070,False,59,popular,4
Kolhapur,2026-07-16,14720,False,52,popular,5
Kolhapur,2026-08-21,820,False,45,popular,1
Kolhapur,2026-08-21,1770,False,45,popular,2
Kolhapur,2026-08-21,3200,False,55,popular,3
Kolhapur,2026-08-21,5530,False,42,popular,4
Kolhapur,2026-08-21,14670,False,62,popular,5
Kolhapur,2026-09-26,870,False,47,popular,1
Kolhapur,2026-09-26,1820,False,39,popular,2
Kolhapur,2026-09-26,3020,False,62,popular,3
Kolhapur,2026-09-26,6080,False,49,popular,4
Kolhapur,2026-09-26,13260,False,41,popular,5
Kolhapur,2026-10-05,900,False,47,popular,1
Kolhapur,2026-10-05,1750,False,58,popular,2
Kolhapur,2026-10-05,3380,False,45,popular,3
Kolhapur,2026-10-05,6070,False,54,popular,4
Kolhapur,2026-10-05,13470,False,63,popular,5
Kolhapur,2026-11-10,890,False,49,popular,1
Kolhapur,2026-11-10,1770,False,55,popular,2
Kolhapur,2026-11-10,3010,False,61,popular,3
Kolhapur,2026-11-10,5680,False,48,popular,4
Kolhapur,2026-11-10,14220,False,57,popular,5
Kolhapur,2026-12-15,1110,True,85,popular,1
Kolhapur,2026-12-15,2080,True,85,popular,2
Kolhapur,2026-12-15,3720,True,67,popular,3
Kolhapur,2026-12-15,7280,True,75,popular,4
Kolhapur,2026-12-15,16510,True,68,popular,5
Solapur,2026-01-20,850,False,51,emerging,1
Solapur,2026-01-20,1810,False,59,emerging,2
Solapur,2026-01-20,3280,False,46,emerging,3
Solapur,2026-01-20,5580,False,48,emerging,4
Solapur,2026-01-20,13990,False,58,emerging,5
Solapur,2026-02-25,800,False,53,emerging,1
Solapur,2026-02-25,1710,False,50,emerging,2
Solapur,2026-02-25,3130,False,38,emerging,3
Solapur,2026-02-25,5510,False,41,emerging,4
Solapur,2026-02-25,14270,False,55,emerging,5
Solapur,2026-03-04,850,False,40,emerging,1
Solapur,2026-03-04,1730,False,54,emerging,2
Solapur,2026-03-04,3070,False,63,emerging,3
Solapur,2026-03-04,5890,False,55,emerging,4
Solapur,2026-03-04,14020,False,59,emerging,5
Solapur,2026-04-09,810,False,57,emerging,1
Solapur,2026-04-09,1800,False,41,emerging,2
Solapur,2026-04-09,3180,False,53,emerging,3
Solapur,2026-04-09,5460,False,40,emerging,4
Solapur,2026-04-09,14270,False,39,emerging,5
Solapur,2026-05-14,800,False,44,emerging,1
Solapur,2026-05-14,1790,False,63,emerging,2
Solapur,2026-05-14,3160,False,62,emerging,3
Solapur,2026-05-14,6150,False,58,emerging,4
Solapur,2026-05-14,14680,False,51,emerging,5
Solapur,2026-06-19,840,False,56,emerging,1
Solapur,2026-06-19,1780,False,44,emerging,2
Solapur,2026-06-19,3360,False,51,emerging,3
Solapur,2026-06-19,5890,False,59,emerging,4
Solapur,2026-06-19,13910,False,44,emerging,5
Solapur,2026-07-24,880,False,44,emerging,1
Solapur,2026-07-24,1700,False,62,emerging,2
Solapur,2026-07-24,3360,False,53,emerging,3
Solapur,2026-07-24,5760,False,41,emerging,4
Solapur,2026-07-24,13240,False,58,emerging,5
Solapur,2026-08-03,880,False,47,emerging,1
Solapur,2026-08-03,1740,False,45,emerging,2
Solapur,2026-08-03,3160,False,53,emerging,3
Solapur,2026-08-03,5990,False,41,emerging,4
Solapur,2026-08-03,14180,False,45,emerging,5
Solapur,2026-09-08,850,False,43,emerging,1
Solapur,2026-09-08,1720,False,52,emerging,2
Solapur,2026-09-08,3070,False,59,emerging,3
Solapur,2026-09-08,5780,False,43,emerging,4
Solapur,2026-09-08,14770,False,52,emerging,5
Solapur,2026-10-13,880,False,51,emerging,1
Solapur,2026-10-13,1860,False,46,emerging,2
Solapur,2026-10-13,3090,False,55,emerging,3
Solapur,2026-10-13,5500,False,47,emerging,4
Solapur,2026-10-13,14110,False,42,emerging,5
Solapur,2026-11-18,820,False,44,emerging,1
Solapur,2026-11-18,1790,False,48,emerging,2
Solapur,2026-11-18,3220,False,39,emerging,3
Solapur,2026-11-18,5520,False,53,emerging,4
Solapur,2026-11-18,13380,False,38,emerging,5
Solapur,2026-12-23,830,False,53,emerging,1
Solapur,2026-12-23,1880,False,46,emerging,2
Solapur,2026-12-23,3220,False,57,emerging,3
Solapur,2026-12-23,5930,False,60,emerging,4
Solapur,2026-12-23,14830,False,47,emerging,5
Aurangabad,2026-01-16,900,False,55,popular,1
Aurangabad,2026-01-16,1720,False,46,popular,2
Aurangabad,2026-01-16,3140,False,43,popular,3
Aurangabad,2026-01-16,5500,False,39,popular,4
Aurangabad,2026-01-16,13940,False,42,popular,5
Aurangabad,2026-02-21,900,False,48,popular,1
Aurangabad,2026-02-21,1850,False,61,popular,2
Aurangabad,2026-02-21,3340,False,46,popular,3
Aurangabad,2026-02-21,5580,False,53,popular,4
Aurangabad,2026-02-21,13270,False,53,popular,5
Aurangabad,2026-03-26,870,False,59,popular,1
Aurangabad,2026-03-26,1760,False,55,popular,2
Aurangabad,2026-03-26,3360,False,39,popular,3
Aurangabad,2026-03-26,5480,False,41,popular,4
Aurangabad,2026-03-26,14670,False,52,popular,5
Aurangabad,2026-04-05,810,False,60,popular,1
Aurangabad,2026-04-05,1790,False,58,popular,2
Aurangabad,2026-04-05,3090,False,52,popular,3
Aurangabad,2026-04-05,5970,False,43,popular,4
Aurangabad,2026-04-05,14560,False,57,popular,5
Aurangabad,2026-05-10,810,False,52,popular,1
Aurangabad,2026-05-10,1880,False,57,popular,2
Aurangabad,2026-05-10,3210,False,50,popular,3
Aurangabad,2026-05-10,5530,False,46,popular,4
Aurangabad,2026-05-10,14710,False,57,popular,5
Aurangabad,2026-06-15,880,False,63,popular,1
Aurangabad,2026-06-15,1890,False,58,popular,2
Aurangabad,2026-06-15,3220,False,45,popular,3
Aurangabad,2026-06-15,6130,False,43,popular,4
Aurangabad,2026-06-15,13680,False,63,popular,5
Aurangabad,2026-07-20,810,False,58,popular,1
Aurangabad,2026-07-20,1780,False,39,popular,2
Aurangabad,2026-07-20,3050,False,50,popular,3
Aurangabad,2026-07-20,5470,False,46,popular,4
Aurangabad,2026-07-20,14270,False,63,popular,5
Aurangabad,2026-08-25,1060,True,83,popular,1
Aurangabad,2026-08-25,2230,True,80,popular,2
Aurangabad,2026-08-25,4090,True,73,popular,3
Aurangabad,2026-08-25,7200,True,63,popular,4
Aurangabad,2026-08-25,18090,True,69,popular,5
Aurangabad,2026-09-04,880,False,49,popular,1
Aurangabad,2026-09-04,1870,False,46,popular,2
Aurangabad,2026-09-04,3080,False,55,popular,3
Aurangabad,2026-09-04,5540,False,53,popular,4
Aurangabad,2026-09-04,14720,False,41,popular,5
Aurangabad,2026-10-09,890,False,41,popular,1
Aurangabad,2026-10-09,1840,False,43,popular,2
Aurangabad,2026-10-09,3340,False,42,popular,3
Aurangabad,2026-10-09,5610,False,40,popular,4
Aurangabad,2026-10-09,13910,False,61,popular,5
Aurangabad,2026-11-14,1140,True,67,popular,1
Aurangabad,2026-11-14,2370,True,68,popular,2
Aurangabad,2026-11-14,3900,True,75,popular,3
Aurangabad,2026-11-14,7650,True,87,popular,4
Aurangabad,2026-11-14,17540,True,87,popular,5
Aurangabad,2026-12-19,860,False,57,popular,1
Aurangabad,2026-12-19,1720,False,59,popular,2
Aurangabad,2026-12-19,3030,False,54,popular,3
Aurangabad,2026-12-19,5990,False,56,popular,4
Aurangabad,2026-12-19,13430,False,41,popular,5
Ratnagiri,2026-01-25,1010,True,76,emerging,1
Ratnagiri,2026-01-25,2250,True,71,emerging,2
Ratnagiri,2026-01-25,4290,True,87,emerging,3
Ratnagiri,2026-01-25,7510,True,79,emerging,4
Ratnagiri,2026-01-25,16980,True,81,emerging,5
Ratnagiri,2026-02-04,890,False,55,emerging,1
Ratnagiri,2026-02-04,1880,False,47,emerging,2
Ratnagiri,2026-02-04,3050,False,40,emerging,3
Ratnagiri,2026-02-04,5750,False,56,emerging,4
Ratnagiri,2026-02-04,13780,False,58,emerging,5
Ratnagiri,2026-03-09,870,False,57,emerging,1
Ratnagiri,2026-03-09,1770,False,53,emerging,2
Ratnagiri,2026-03-09,3110,False,45,emerging,3
Ratnagiri,2026-03-09,5470,False,45,emerging,4
Ratnagiri,2026-03-09,13480,False,45,emerging,5
Ratnagiri,2026-04-14,870,False,45,emerging,1
Ratnagiri,2026-04-14,1740,False,44,emerging,2
Ratnagiri,2026-04-14,3050,False,41,emerging,3
Ratnagiri,2026-04-14,6030,False,40,emerging,4
Ratnagiri,2026-04-14,14250,False,43,emerging,5
Ratnagiri,2026-05-19,840,False,38,emerging,1
Ratnagiri,2026-05-19,1900,False,58,emerging,2
Ratnagiri,2026-05-19,3060,False,43,emerging,3
Ratnagiri,2026-05-19,6050,False,39,emerging,4
Ratnagiri,2026-05-19,14210,False,42,emerging,5
Ratnagiri,2026-06-24,820,False,47,emerging,1
Ratnagiri,2026-06-24,1770,False,39,emerging,2
Ratnagiri,2026-06-24,3390,False,40,emerging,3
Ratnagiri,2026-06-24,6050,False,60,emerging,4
Ratnagiri,2026-06-24,14040,False,60,emerging,5
Ratnagiri,2026-07-03,830,False,40,emerging,1
Ratnagiri,2026-07-03,1700,False,54,emerging,2
Ratnagiri,2026-07-03,3310,False,60,emerging,3
Ratnagiri,2026-07-03,5870,False,47,emerging,4
Ratnagiri,2026-07-03,13290,False,61,emerging,5
Ratnagiri,2026-08-08,830,False,60,emerging,1
Ratnagiri,2026-08-08,1850,False,43,emerging,2
Ratnagiri,2026-08-08,3070,False,49,emerging,3
Ratnagiri,2026-08-08,5650,False,62,emerging,4
Ratnagiri,2026-08-08,13770,False,58,emerging,5
Ratnagiri,2026-09-13,810,False,63,emerging,1
Ratnagiri,2026-09-13,1780,False,46,emerging,2
Ratnagiri,2026-09-13,3060,False,47,emerging,3
Ratnagiri,2026-09-13,5620,False,39,emerging,4
Ratnagiri,2026-09-13,14700,False,60,emerging,5
Ratnagiri,2026-10-18,850,False,44,emerging,1
Ratnagiri,2026-10-18,1750,False,44,emerging,2
Ratnagiri,2026-10-18,3320,False,45,emerging,3
Ratnagiri,2026-10-18,6090,False,42,emerging,4
Ratnagiri,2026-10-18,14260,False,41,emerging,5
Ratnagiri,2026-11-23,840,False,53,emerging,1
Ratnagiri,2026-11-23,1740,False,38,emerging,2
Ratnagiri,2026-11-23,3310,False,41,emerging,3
Ratnagiri,2026-11-23,5970,False,47,emerging,4
Ratnagiri,2026-11-23,13980,False,56,emerging,5
Ratnagiri,2026-12-02,850,False,52,emerging,1
Ratnagiri,2026-12-02,1880,False,40,emerging,2
Ratnagiri,2026-12-02,3390,False,46,emerging,3
Ratnagiri,2026-12-02,5830,False,55,emerging,4
Ratnagiri,2026-12-02,14280,False,58,emerging,5
Lonavala,2026-01-14,1030,True,85,popular,1
Lonavala,2026-01-14,2130,True,87,popular,2
Lonavala,2026-01-14,4030,True,62,popular,3
Lonavala,2026-01-14,7000,True,67,popular,4
Lonavala,2026-01-14,19140,True,67,popular,5
Lonavala,2026-02-19,810,False,46,popular,1
Lonavala,2026-02-19,1770,False,56,popular,2
Lonavala,2026-02-19,3110,False,53,popular,3
Lonavala,2026-02-19,6010,False,45,popular,4
Lonavala,2026-02-19,14510,False,52,popular,5
Lonavala,2026-03-24,830,False,42,popular,1
Lonavala,2026-03-24,1740,False,48,popular,2
Lonavala,2026-03-24,3010,False,57,popular,3
Lonavala,2026-03-24,5970,False,63,popular,4
Lonavala,2026-03-24,14470,False,47,popular,5
Lonavala,2026-04-03,840,False,44,popular,1
Lonavala,2026-04-03,1820,False,55,popular,2
Lonavala,2026-04-03,3070,False,42,popular,3
Lonavala,2026-04-03,6150,False,61,popular,4
Lonavala,2026-04-03,13260,False,42,popular,5
Lonavala,2026-05-08,860,False,40,popular,1
Lonavala,2026-05-08,1830,False,38,popular,2
Lonavala,2026-05-08,3340,False,63,popular,3
Lonavala,2026-05-08,5640,False,48,popular,4
Lonavala,2026-05-08,13450,False,61,popular,5
Lonavala,2026-06-13,810,False,56,popular,1
Lonavala,2026-06-13,1740,False,58,popular,2
Lonavala,2026-06-13,3360,False,54,popular,3
Lonavala,2026-06-13,5690,False,56,popular,4
Lonavala,2026-06-13,13270,False,60,popular,5
Lonavala,2026-07-18,870,False,46,popular,1
Lonavala,2026-07-18,1820,False,48,popular,2
Lonavala,2026-07-18,3360,False,52,popular,3
Lonavala,2026-07-18,5670,False,62,popular,4
Lonavala,2026-07-18,14270,False,55,popular,5
Lonavala,2026-08-23,860,False,45,popular,1
Lonavala,2026-08-23,1810,False,57,popular,2
Lonavala,2026-08-23,3210,False,41,popular,3
Lonavala,2026-08-23,6000,False,45,popular,4
Lonavala,2026-08-23,14320,False,47,popular,5
Lonavala,2026-09-02,820,False,60,popular,1
Lonavala,2026-09-02,1780,False,50,popular,2
Lonavala,2026-09-02,3050,False,49,popular,3
Lonavala,2026-09-02,5660,False,62,popular,4
Lonavala,2026-09-02,14820,False,58,popular,5
Lonavala,2026-10-07,870,False,62,popular,1
Lonavala,2026-10-07,1890,False,43,popular,2
Lonavala,2026-10-07,3350,False,46,popular,3
Lonavala,2026-10-07,5700,False,42,popular,4
Lonavala,2026-10-07,14030,False,57,popular,5
Lonavala,2026-11-12,860,False,51,popular,1
Lonavala,2026-11-12,1730,False,57,popular,2
Lonavala,2026-11-12,3190,False,44,popular,3
Lonavala,2026-11-12,5780,False,58,popular,4
Lonavala,2026-11-12,13990,False,61,popular,5
Lonavala,2026-12-17,810,False,56,popular,1
Lonavala,2026-12-17,1830,False,46,popular,2
Lonavala,2026-12-17,3290,False,53,popular,3
Lonavala,2026-12-17,6030,False,53,popular,4
Lonavala,2026-12-17,14030,False,59,popular,5
Pune,2026-01-24,860,False,55,popular,1
Pune,2026-01-24,1790,False,50,popular,2
Pune,2026-01-24,3110,False,61,popular,3
Pune,2026-01-24,5740,False,52,popular,4
Pune,2026-01-24,13350,False,58,popular,5
Pune,2026-02-03,900,False,47,popular,1
Pune,2026-02-03,1750,False,47,popular,2
Pune,2026-02-03,3270,False,60,popular,3
Pune,2026-02-03,5460,False,46,popular,4
Pune,2026-02-03,14540,False,61,popular,5
Pune,2026-03-08,830,False,46,popular,1
Pune,2026-03-08,1870,False,61,popular,2
Pune,2026-03-08,3180,False,45,popular,3
Pune,2026-03-08,5470,False,38,popular,4
Pune,2026-03-08,13200,False,44,popular,5
Pune,2026-04-13,880,False,51,popular,1
Pune,2026-04-13,1790,False,61,popular,2
Pune,2026-04-13,3090,False,48,popular,3
Pune,2026-04-13,5680,False,58,popular,4
Pune,2026-04-13,14740,False,55,popular,5
Pune,2026-05-18,870,False,59,popular,1
Pune,2026-05-18,1860,False,51,popular,2
Pune,2026-05-18,3040,False,54,popular,3
Pune,2026-05-18,5660,False,41,popular,4
Pune,2026-05-18,14310,False,61,popular,5
Pune,2026-06-23,800,False,58,popular,1
Pune,2026-06-23,1900,False,48,popular,2
Pune,2026-06-23,3240,False,43,popular,3
Pune,2026-06-23,6090,False,61,popular,4
Pune,2026-06-23,13480,False,40,popular,5
Pune,2026-07-02,830,False,57,popular,1
Pune,2026-07-02,1900,False,43,popular,2
Pune,2026-07-02,3080,False,44,popular,3
Pune,2026-07-02,6110,False,44,popular,4
Pune,2026-07-02,14130,False,49,popular,5
Pune,2026-08-07,850,False,54,popular,1
Pune,2026-08-07,1860,False,56,popular,2
Pune,2026-08-07,3260,False,38,popular,3
Pune,2026-08-07,5950,False,61,popular,4
Pune,2026-08-07,13690,False,46,popular,5
Pune,2026-09-12,880,False,47,popular,1
Pune,2026-09-12,1750,False,40,popular,2
Pune,2026-09-12,3200,False,53,popular,3
Pune,2026-09-12,6050,False,48,popular,4
Pune,2026-09-12,13880,False,57,popular,5
Pune,2026-10-17,840,False,61,popular,1
Pune,2026-10-17,1740,False,57,popular,2
Pune,2026-10-17,3380,False,51,popular,3
Pune,2026-10-17,5510,False,46,popular,4
Pune,2026-10-17,14070,False,41,popular,5
Pune,2026-11-22,860,False,45,popular,1
Pune,2026-11-22,1770,False,43,popular,2
Pune,2026-11-22,3320,False,48,popular,3
Pune,2026-11-22,5520,False,63,popular,4
Pune,2026-11-22,14520,False,45,popular,5
Pune,2026-12-01,890,False,58,popular,1
Pune,2026-12-01,1890,False,51,popular,2
Pune,2026-12-01,3200,False,60,popular,3
Pune,2026-12-01,5920,False,59,popular,4
Pune,2026-12-01,14560,False,49,popular,5
Mahabaleshwar,2026-01-08,800,False,39,popular,1
Mahabaleshwar,2026-01-08,1740,False,58,popular,2
Mahabaleshwar,2026-01-08,3270,False,40,popular,3
Mahabaleshwar,2026-01-08,5690,False,59,popular,4
Mahabaleshwar,2026-01-08,14510,False,59,popular,5
Mahabaleshwar,2026-02-13,890,False,58,popular,1
Mahabaleshwar,2026-02-13,1890,False,49,popular,2
Mahabaleshwar,2026-02-13,3030,False,51,popular,3
Mahabaleshwar,2026-02-13,5780,False,38,popular,4
Mahabaleshwar,2026-02-13,13420,False,50,popular,5
Mahabaleshwar,2026-03-18,850,False,39,popular,1
Mahabaleshwar,2026-03-18,1820,False,54,popular,2
Mahabaleshwar,2026-03-18,3070,False,47,popular,3
Mahabaleshwar,2026-03-18,5460,False,62,popular,4
Mahabaleshwar,2026-03-18,13770,False,58,popular,5
Mahabaleshwar,2026-04-23,810,False,46,popular,1
Mahabaleshwar,2026-04-23,1720,False,42,popular,2
Mahabaleshwar,2026-04-23,3290,False,48,popular,3
Mahabaleshwar,2026-04-23,5690,False,44,popular,4
Mahabaleshwar,2026-04-23,13200,False,61,popular,5
Mahabaleshwar,2026-05-02,800,False,56,popular,1
Mahabaleshwar,2026-05-02,1770,False,58,popular,2
Mahabaleshwar,2026-05-02,3050,False,47,popular,3
Mahabaleshwar,2026-05-02,5820,False,59,popular,4
Mahabaleshwar,2026-05-02,14580,False,48,popular,5
Mahabaleshwar,2026-06-07,860,False,45,popular,1
Mahabaleshwar,2026-06-07,1860,False,39,popular,2
Mahabaleshwar,2026-06-07,3210,False,56,popular,3
Mahabaleshwar,2026-06-07,5860,False,56,popular,4
Mahabaleshwar,2026-06-07,14420,False,55,popular,5
Mahabaleshwar,2026-07-12,810,False,42,popular,1
Mahabaleshwar,2026-07-12,1770,False,46,popular,2
Mahabaleshwar,2026-07-12,3350,False,55,popular,3
Mahabaleshwar,2026-07-12,5870,False,42,popular,4
Mahabaleshwar,2026-07-12,13850,False,59,popular,5
Mahabaleshwar,2026-08-17,880,False,63,popular,1
Mahabaleshwar,2026-08-17,1720,False,60,popular,2
Mahabaleshwar,2026-08-17,3090,False,43,popular,3
Mahabaleshwar,2026-08-17,5990,False,43,popular,4
Mahabaleshwar,2026-08-17,14700,False,49,popular,5
Mahabaleshwar,2026-09-22,890,False,51,popular,1
Mahabaleshwar,2026-09-22,1860,False,45,popular,2
Mahabaleshwar,2026-09-22,3170,False,42,popular,3
Mahabaleshwar,2026-09-22,5530,False,38,popular,4
Mahabaleshwar,2026-09-22,14180,False,41,popular,5
Mahabaleshwar,2026-10-01,820,False,45,popular,1
Mahabaleshwar,2026-10-01,1850,False,50,popular,2
Mahabaleshwar,2026-10-01,3050,False,38,popular,3
Mahabaleshwar,2026-10-01,5990,False,52,popular,4
Mahabaleshwar,2026-10-01,13480,False,47,popular,5
Mahabaleshwar,2026-11-06,830,False,60,popular,1
Mahabaleshwar,2026-11-06,1840,False,39,popular,2
Mahabaleshwar,2026-11-06,3360,False,47,popular,3
Mahabaleshwar,2026-11-06,6070,False,62,popular,4
Mahabaleshwar,2026-11-06,14160,False,63,popular,5
